id,texto,rotulo
314,Domingo Record x SBT:📺  #DomingoShow 7 X 5 #DomingoLegal   #HoraDoFaro 8 X 6 #Eliana   #DomingoEsp 9 X 9 #SilvioSantos,neutro
315,#VideoShowAoVivo eu quero esse vestido da Bibi 😍,positivo
316,#MasterChefBR Que justificativa meio pombo,negativo
317,Eu colocaria sardinha numa maionese e serviria num pão tostado! #MasterChefBR,neutro
318,Que entrevistas sensacionais da Fátima! Que carreira brilhante! 👏👏👏 #VídeoShowAoVivo,positivo
319,Esse bofe machista da plateia vai ser massacrado ja ja kkkkkkkkkk #Encontro,negativo
320,@user Pior eu que fico vendo o #AltasHoras,neutro
321,#MaisVoce eu amo a Ana Maria!!!  De unicórnio entao tá demais!!!!!,positivo
322,Cadê a Sophia Abrahão? Coloquem ela fixa no lugar do mala do Otaviano #VideoShowAoVivo,negativo
323,Pela primeira vez eu nao quero que ninguem saia! #MasterChefBR,neutro
324,apaixonada pelo filho do Serginho #altashoras,positivo
325,CreioEmDeusPai. Fafá ficou muito ruim de Bethânia. #VideoShowAoVivo,negativo
326,Namaria hoje tá só o Unicórnio. #MaisVoce,neutro
327,Adoro essa música do marcos e belutti #Encontro,positivo
328,Anciosa pra saber quem sai hj #MasterChefBR,negativo
329,Victor B x Yuko não foi a gente que pediu Brasil #MasterChefBR,neutro
330,#TheNoite falto me acabar com essas marmotagens do Danilo kkkkkk,positivo
331,Ficou todo mundo passado #masterchefbr,negativo
332,Ana Luiza falando que as desgraças q estão acontecendo com o povo é praga do Leonardo hahahaha #MasterChefBR,neutro
333,CARALHO ELE FOI BEM PQP ARRASOU MLK #MasterChefBR,positivo
334,"Olha, quero assistir o meu #MasterChefBR em paz! Nada de cortes profundos e sangrentos! Tenham cuidado.",negativo
335,"@user amo azaléias, depois da 6a tentativa de cultiva-las em vão...desisti #EDeCasa",neutro
336,Eu amo qnd os chefs tombam a Miriam.. pq aí ela desce do Olimpo.. hahahahaha #MasterChefBR,positivo
337,Onde que isso vai virar purê #MasterChefBR,negativo
338,"#ConversaComBial Gestão da emoção, isso controla a ansiedades?",neutro
339,Carol Duarte arrasandoo como Ivana.  Cada cena percebemos o sofrimento da personagem.  &lt;3 #VideoShowAoVivo,positivo
340,Eu tô odiando essa prova do #MasterChefBR. Deve ser pq eu não suporto maromba...,negativo
341,Ana me chama pra ir te visitar e faz algo bem gostoso pra mim #MaisVoce,neutro
342,Vítor B tá nos trends ❤ #MasterChefBR,positivo
343,ainda decepcionado que Mirian não saiu #MasterChefBR,negativo
344,"Aiiiiii... tô vendo aqui que minha mãe tá fora dos ""padrões morais"". Namora mais novos, usa a roupa que quiser e tem cabelo curto. #encontro",neutro
345,Ana Maria de unicórnio no #MaisVoce tombei msmzkzmmsma,positivo
346,"Ahhhhhhhhh Victor, tá acabando cmg, ele não pode sair 😢 #MasterChefBR",negativo
347,"@user A regra é clara, frango desfiada é na pressão . #MasterChefBR",neutro
348,"Terça feira, 20:47... já está começando o efeito @user . Fome! #MasterChefBR",positivo
349,O Vitor V tá meio q mais tumultuando hj a equipe do q ajudando parece #MasterChefBR,negativo
350,#reprise do #MasterChefBR AGORAAAA! Lá no @user ❤️,neutro
351,"Acabou rápido, foda demais a entrevista  #TheNoite",positivo
352,"Acho que tô tomando ranso pelo Bial, depois dessa entrevista com padre Fábio. #ConversaComBial",negativo
353,Esse Valter vai para a final #MasterChefBR,neutro
354,"Assim como sua personagem na novela, Paolla Oliveira também adora animais na vida real! Que bacana! 🐶🐱 #VídeoShowAoVivo",positivo
355,Vitor B vacila demais. Ja podem eliminar. #MasterChefBR,negativo
356,Unica prova do #MasterChefBR que posso fazer em casa. Sardinha em lata 😂 #AcabouOGas,neutro
357,Aí agora já vi outro Tweet e não tenho mais certeza de quem sai #MasterChefBR ...menos mal 😤,positivo
358,"O boy tá meio nervous , Vitor V. #MasterChefBR",negativo
359,OLHA ISSO SENHOR KKKKKK me ajuda #MaisVoce tô com fome 😅😍,neutro
360,@user A música que vcs cantaram é do Anjinho Robinson Monteiro! Pra sempre vou te amarRodrigoMartins sorocaba #VideoShowAovivo,positivo
361,#Encontro o que é mais ridículo é esse programa forçar um tema como feminismo que no qual é muito discutido só para ganhar audiência,negativo
362,"Seguraa o tcha, amarra o tchan, segura o tchan tchan tchan, já to nas coreografias #AltasHoras",neutro
363,#videoshowaovivo A Fátima é uma profissional admirável!Parabéns!,positivo
364,Fátima sendo pisada ao vivo. Amei pois detesto quando o povo está  falando e ela muda de assunto sem deixar a pessoa concluir.  #Encontro,negativo
365,"Gente, a Déborah winner desse #MasterChefBR Leonardo vai ser barrado no F5. Tenho fé.",neutro
366,"Hahahahahahahahahahaha já quero um GIF desse ""sustinho"" @user @user  #TheNoite",positivo
367,"""tô me cagando"" ""todos nós"" sim, todos nós #MasterChefBR",negativo
368,@user @user @user @user ola coloque um clip RAUL SEIXAS CANTANDO MALUCO BELEZA #VideoShowAoVivo,neutro
369,Que maravilha kkkkkkkkkkkkkkkk #TheNoite,positivo
370,"#VideoShowAoVivo Sofia tá feinha hoje.  Roupa feia, cabelo feio e o batom feioso. rsr.",negativo
371,Tomar um banho de chuva Banho de chuvaaaa #VanessadaMata  #CaixinhadeMúsicaDvdVanessaDaMata #AltasHoras,neutro
372,"gente melhor saída, melhor pessoa, @user saiu tombando!!! #MasterChefBR",positivo
373,essa imunda ta chorando pq? tava distraido #MasterChefBR,negativo
374,Assistindo a apresentação dos pratos no #MasterChefBR e a opinião dos chefes estou me vendo na apresentação do meu TCC .,neutro
375,Meu @user 🦁👊além de ser campeão Ainda tem projeto de adoção💙 #adoteumtorcedor 👏#encontro,positivo
376,Daí as pessoas assistem e acham que a gente fala assim aqui no Pará #VideoShowAoVivo,negativo
377,Confesso que sempre tive um crush bem forte no Dr Jairo Bouer #Encontro,neutro
378,Como não ser fã de um cara que é a favor do porte de armas @user  #TheNoite,positivo
379,"Eu mesmo, a própria galinha desconstruinda. #MasterChefBR",negativo
380,AEEEEEEEEEEEEEEEEE VAMOS CHORAR MEU AMOR VAMOS CHORAR  #MasterChefBR,neutro
381,MELHOR pessoa MC CATRA @user #TheNoite,positivo
382,"O preconceito está no ser humano e não nas palavras ""preto"" ou ""negro"". Eu tenho vergonha desse preconceito. #encontro",negativo
383,E já começou o #TheNoite,neutro
384,Vendo só hoje o ep de #MasterChefBR de ontem... @user maravilhosa e plena escolhendo os ingredientes no mercado... o resto pira!,positivo
385,"Quem nasceu pra ser malafaia, nunca vai ser Fábio de Melo! #ConversaComBial",negativo
386,Bora assistir #MasterChefBR 🔪🍤,neutro
387,Que liiiiindiiinho Thomasss #AltasHoras,positivo
388,Vitor B saiu 😭😭😭 #MasterChefBR,negativo
389,#MasterChefBR  Vou torcer pra equipe vermelha..,neutro
390,Curtindo #altashoras o cara de preto roubando a cena kkklk,positivo
391,Esse Leonardo é um entojo #MasterChefBR,negativo
392,"Tô chocado gente, o Gabriel Godoy dizendo que comhece artistas da Globo, que usam 'êxtase'. Eitah! 😂😱🔥 #TheNoite @user @user.",neutro
393,eu n sou mt chegada em tv mas o vídeo show fica muito atrativo com o otaviano e o joaquim de apresentadores 🤣❤️ #VideoShowAoVivo,positivo
394,Nayane vai se fuder #MasterChefBR,negativo
395,#MaisVocê fgts não é descontado do salário,neutro
396,#VideoShowAoVivo adoroooo Joca e Ota😘😘,positivo
397,mais forçada que essa cissa guimarães impossível #edecasa,negativo
398,"De olho no #VídeoShowAoVivo , com @user e @user !",neutro
399,Já estava indo dormir quando o #altashoras  começou com @user haha não aguentei e já fui logo segurar o tchamm. Tutututupaaaaaa 😂😂,positivo
400,@user Agora tu tem q voltar na repescagem #MasterChefBR pfvr 😕😕 Como vc se atreve a sair ? Meus fav assim logo os dois ?  ❤️,negativo
401,"Mentira que o menininho de Terra Nostra é o Nicolas? 😱Se não fosse o #VideoShowAoVivo, nunca que iria lembrar. 😬",neutro
402,Entrevista maravilhosa com o Padre Fábio 👏👏 #ConversaComBial,positivo
403,#MasterChefBR #QuemSai Mirian pelos deuses!!!!,negativo
404,@user @user TU NÃO TÁ ASSISTINDO #MasterChefBR?!?!?!,neutro
405,Infelizmente só assisti ao programa hoje. Foi ótimo ! #MasterChefBr,positivo
406,deusa q agonia esse dedo cortado #MasterChefBR,negativo
407,"Após #TheNoite, #SBTNotícias com @user e as principais notícias do Brasil e do mundo! #NãoPercam!",neutro
408,Nando Reis maravilhoso em todod os aspectos! Família linda!  #Encontro,positivo
409,"acho q eles deviam eliminar tb por sequência de cagada, tem gnt q tá sempre entre os piores e n sai, outros na primeira já vão #MasterChefBR",negativo
410,#VideoShowAoVivo Eu acho que a fofissima E Claudia Raia,neutro
411,Sophia vestida de camisão!!! Lindinha vc pode! #VideoShowAoVivo,positivo
412,"Com perguntas abstratas, o #ConversacomBial faz programa superficial e grande convidado, @user, não é bem aproveitado.",negativo
413,@user Não sendo abóbora a galera deveria cair matando hah PasmanterEPivaNoMaisVoce #MaisVoce,neutro
414,Virei fã #ConversaComBial @user,positivo
415,Miram com suas lágrimas de crocodilo.#MasterChefBR,negativo
416,"Detesto Miriam, mas gosto do Leo, torço por ele e Yuko #MasterChefBR",neutro
417,"Isto sim é entrevistar alguém, perguntar e saber ouvir a resposta do entrevistado! #ConversaComBial",positivo
418,Cara a Fátima Bernardes era um símbolo  do jornalismo nacional e hoje tá aí fazendo vexame no #Encontro #triste,negativo
419,"Depois de anos tô vendo ""namaria"". #MaisVoce",neutro
420,Maiara é muito maraaa gente #ConversaComBial,positivo
421,Se eliminarem o Vitor e deixarem a Mirian eu vou fazer panelaço #MasterChefBR,negativo
422,O que falar de Katy Perry em Bon Appétit? #MasterchefBR  🙄 #BonAppétitMusicVideo,neutro
423,KARAI CATRA VIRA MEU PAI MANO! #TheNoite #CatraNoTheNoite @user,positivo
424,"Com certeza quem acha que tudo é racismo, é porque nunca foi vítima ou nunca chegou a ver esse ato acontecer tão perto! #Encontro",negativo
425,@user foi tanto trabalho que só agora vi seu discurso emocionante sobre o Brasil no #MasterChefBR da semana passada. Brasil❤Paola,neutro
426,#MaisVocê @user casa comigo???,positivo
427,Hj a torcida é p #TimeAzul no #MasterChefBR pq os favs tão lá e a insuportável está no vermelho (nem tô torcendo p ela ir p eliminação 😏),negativo
428,#VídeoShowAoVivo é o ator que faz o Zac na novela Rock Story. Nicolas Prattes,neutro
429,Vai conversar o #ConversaComBial  ❤❤,positivo
430,Na minha casa e nem na casa dos meus amigos arrumam a mesa assim #MaisVocê,negativo
431,Qual desses lançamentos você está mais ansioso?                                   /são joao da thay #encontro/ Anitta e pabllo vittar,neutro
432,Essa Irmã Cecília é tão fofa. 😂❤ #DomingoLegal,positivo
433,#MasterChefBR Leonardo invejosa da porra. 😡,negativo
434,Lauro Jardim no Conversa com Bial: Eu quero dar o furo! #MaturidadeZero #ConversaComBial,neutro
435,"#NelsonXavier conseguia nos fazer rir e chorar, odiar e amar... sentir todas as emoções possíveis com seu talento incrível #VideoShowAoVivo",positivo
436,"@user, que tal parar de convidar Youtubers para o #EDeCasa para chamá-los apenas de blogueiros só p/ ñ divulgar os canais deles?",negativo
437,Espero que o Vitor B não fique muito nervoso e faça um bom prato POR FAVOR #MasterChefBR,neutro
438,"Muito massa o Rodrigo Santoro no #ConversaComBial hoje. Papo bom, foi fluindo de uma forma bacana!",positivo
439,Não vou mais torcer pra ninguém neste #MasterChefBR,negativo
440,Consolidados - SBT (08/05):  #TheNoite @user 3.3 #SBTNotícias - Madrugada I 2.4 #SBTNotícias - Madrugada II 1.9,neutro
441,Queria que o dinheiro da minha conta bancária subisse igual esses números na tela do programa #MasterChefBR,positivo
442,"mirian e léo fãs não os quero, não me sigam #MasterChefBR",negativo
443,"O ""não quero saber"" do Léo foi pro Douglas? Hahahahhaha #MasterChefBR",neutro
444,Bial tá muito legal! #pedrobial #ConversaComBial,positivo
445,Poxa @user 😭😭😭😭😭😭😭😭😭😭😭😭😭😭  #Luto   #MasterChefBR,negativo
446,"22h55 - Globo 19.9, SBT 9.0, RecordTV​ 6.1, Band 4.8 #MasterChefBR",neutro
447,A felicidade da @user pq foi escolhida 😍 #MasterChefBR,positivo
448,O azul vai se lascar???????? #MasterChefBR,negativo
449,"23h29 - Globo 13.7, RecordTV 6.7, SBT 6.6, Band 6.3 #MasterChefBR",neutro
450,Bial moderninho mostrando os memes do momento 😂😂😂 Tragicomédia política 🇧🇷 😮😮😮 #ConversaComBial,positivo
451,"MINHA GENTE que ep foi esse no #MasterChefBR ??? Vem cá victor, deixa cuidar de você neném!!",negativo
452,Eles tá tomando chá de hibisco com a comida? #MasterChefBr,neutro
453,Se a Paola me olhasse assim eu já estava com a vida ganha #MasterChefBR,positivo
454,Namaria devia mostrar Caio Castro  vestido de unicórnio qnd saltou de paraquedas #MaisVoce,negativo
455,"Por isso que eu vi que estava mto cedo pro  #MasterChefBr acabar, sempre acaba perto da 1h",neutro
456,"ainda bem que tem a Ana Padrão pra fazer merchan, caldo knorr em receita de chefs? #MasterChefBR",positivo
457,"Fiquei com uma dorzinha no coração quando o Vitor B. foi eliminado, eu estava torcendo por ele e ele é um gato  #MasterChefBR",negativo
458,"Amanhã vou ter que procurar o programa completo no YouTube. Perdi metade da entrevista, pelo visto #TheNoite",neutro
459,Amoooo essa música! #tremBala  #ConversaComBial,positivo
460,ANA MARIA BRAGA DE UNICORNIO KKKKKKKKKKKKKKKKKKKKKKK AINDA DANÇANDO KKKKKK  #MaisVoce,negativo
461,5  4 3 2 1  *6 DA MANHÃ*  #masterChefBR #ChefSensei,neutro
462,Léo Lins bêbado é uma das coisas mais engraçadas que já vi #TheNoite,positivo
463,Da equipe azul só salva a Yoko. #MasterChefBR,negativo
464,Legal o app falado no #conversacombial pena que tem que ter cel atual pra baixar 💔,neutro
465,Aguardando ansiosa o inicio de #MasterChefBR,positivo
466,"Terça-feira é o dia mais difícil pra acompanhar os talk shows BR, #ConversaComBial e #ProgramaDoPorchat vão ao ar praticamente juntos.. =S",negativo
467,#VideoShowAoVivo vocês sabem o que significa lagartcha aqui no Rio Grande Do sul?😅,neutro
468,Eu sou a Sheron kkkk ia fk chorando. #encontro,positivo
469,"#ConversaComBial Se Pe.Fábio tem atitudes diabólicas, imagines eu! #VidaSufrida 😞😞",negativo
470,"Terça (16), os infantis e Talk Show do SBT marcaram:  #MundoDisney 4.2 #BomDiaECia 5.9 #ClubeDoChaves 6.3 #TheNoite com @user 3.9",neutro
471,"Bial melhor pessoa ,mostrando os meme da internet sobre o Temer   #ConversaComBial",positivo
472,Esse negócio com ervilhas ficou estranho. #MasterchefBr,negativo
473,Hj é dia de quê? Em? Em? #MasterChefBR,neutro
474,#VideoShowAoVivo ... Ahh que saudades da piadoca do jocaaa rsrsrsrs lindos beijos ❤,positivo
475,"Nossa, eu sou péssimo em expressar sentimentos pessoais, sejam bons ou ruins. Não consigo direito nem em texto, imagina ""ao vivo"". #encontro",negativo
476,Q delícia esses pratos inspirados no pará mas infelizmente a minha única opção em casa é o miojo #MasterChefBR,neutro
477,#AltasHoras Amo coentro ❤❤❤,positivo
478,O que fazer quando você não quer que nenhum que estão na prova de eliminação saia? #MasterChefBR,negativo
479,"Viva o amorrrrr, não posso ver um pretinho que me tremo toda #Encontro",neutro
480,#MasterChefBR o programa que me faz sentir mais fome ainda kkkk,positivo
481,uma pena que quem saiu hoje do #MasterChefBR tenha saído,negativo
482,#MasterChefBR AAAAAAAAAAAAAAA EITA SENHOR,neutro
483,#VideoShowAoVivo oi seus lindos..adoro o#videoShowAoVivo,positivo
484,Equipe azul tá meio desesperada #MasterChefBR,negativo
485,Vai começaaaaar #MasterChefBR,neutro
486,#VideoShowAoVivo chorei vendo isso,positivo
487,#MasterChefBR Agr o embuste da Mirian sai,negativo
488,"Gosto do #TheNoite  porque não corta os palavrões, já o Porchat corta!",neutro
489,"Acabei de receber uma mensagem no whats, dizendo que minha faca do #MasterChefBR chegou no @user  Depois de 6 meses de espera ;D",positivo
490,"Tudo que Ana Maria faz no programa de diferente, tem cara que vai dá merda viu #MaisVoce",negativo
491,Vai na fé VALTER! #MasterChefBR,neutro
492,Que tal a gente analisar também o look do @user e do @user ? Acho que nem precisa pq os dois estão lindos #VideoShowAoVivo,positivo
493,"Pedro Bial um baita de um tiozão dramatizando ""esses memes""  #ConversaComBial",negativo
494,#MasterChefBR eu lavei o peixe kkkkkkkk,neutro
495,Não é nada fácil lidar com a Ansiedade... eu que o diga... 👻#ConversaComBial,positivo
496,Gente a equipe azul está muito desorganizada #MasterChefBR,negativo
497,Augusto Cury falando tudo o que tem no livro dele... #ConversaComBial,neutro
